chr	start	end	length	summit	tags	X.10.log10.pvalue	fold_enrichment	FDR	start+summit-150bp	start+summit+150bp
chr12	113739357	113739796	440	309	15	61.2	9.68	1.93	113739516	113739816
chr13	62962449	62963041	593	280	14	61.2	10.15	1.94	62962579	62962879
chr13	73373968	73374444	477	156	14	61.2	9.33	1.93	73373974	73374274
chr14	21895287	21895698	412	292	15	61.2	9.06	1.93	21895429	21895729
chr14	48508192	48508687	496	313	14	61.2	9.7	1.94	48508355	48508655
chr14	68702421	68702937	517	213	14	61.2	12.64	1.93	68702484	68702784
chr14	70580684	70581208	525	244	14	61.2	8.98	1.93	70580778	70581078
chr14	121777303	121777801	499	239	14	61.2	8.54	1.93	121777392	121777692
chr15	38821572	38822105	534	288	14	61.2	10.44	1.93	38821710	38822010
chr15	64228702	64229166	465	294	14	61.2	11.37	1.93	64228846	64229146
chr15	81040426	81040834	409	190	14	61.2	8	1.93	81040466	81040766
chr17	23880392	23880966	575	234	14	61.2	8.43	1.93	23880476	23880776
chr17	44393578	44393981	404	134	14	61.2	10.86	1.93	44393562	44393862
chr17	45331451	45332029	579	228	15	61.2	8.49	1.93	45331529	45331829
chr17	49344790	49345329	540	353	14	61.2	10.56	1.93	49344993	49345293
chr17	56071098	56071703	606	253	14	61.2	11.85	1.93	56071201	56071501
chr17	56381401	56381768	368	256	14	61.2	9.89	1.93	56381507	56381807
chr18	55059797	55060254	458	327	14	61.2	8.96	1.94	55059974	55060274
chr18	74375374	74375998	625	319	14	61.2	10.69	1.94	74375543	74375843
chr19	3322403	3322894	492	337	14	61.2	8.42	1.93	3322590	3322890
chr19	6553805	6554299	495	185	14	61.2	10.89	1.93	6553840	6554140
chr19	26822548	26823111	564	272	14	61.2	9.65	1.94	26822670	26822970
chr19	46596879	46597372	494	236	14	61.2	10.87	1.93	46596965	46597265
chr19	58000963	58001375	413	171	14	61.2	11.1	1.93	58000984	58001284
chr2	24600515	24600911	397	127	14	61.2	10.67	1.93	24600492	24600792
chr2	29975139	29975545	407	122	14	61.2	7.96	1.93	29975111	29975411
chr2	35272203	35272587	385	155	14	61.2	9.41	1.93	35272208	35272508
chr2	57034064	57034627	564	220	14	61.2	9.65	1.94	57034134	57034434
chr2	92022996	92023553	558	241	14	61.2	8.18	1.93	92023087	92023387
chr2	94366117	94366644	528	305	14	61.2	9.03	1.93	94366272	94366572
chr2	104966436	104966843	408	132	14	61.2	6.98	1.93	104966418	104966718
chr2	157701607	157702108	502	196	14	61.2	9.82	1.93	157701653	157701953
chr4	54958457	54959165	709	125	16	61.2	8.66	1.93	54958432	54958732
chr4	106351285	106351761	477	308	14	61.2	9.33	1.93	106351443	106351743
chr4	130126740	130127248	509	287	14	61.2	7.46	1.93	130126877	130127177
chr5	28493240	28493703	464	271	14	61.2	9.07	1.93	28493361	28493661
chr5	33885918	33886460	543	324	14	61.2	9.29	1.93	33886092	33886392
chr5	76374489	76374946	458	131	14	61.2	10.08	1.94	76374470	76374770
chr5	109986430	109986899	470	198	15	61.2	11.49	1.93	109986478	109986778
chr5	123499253	123499734	482	197	14	61.2	8.25	1.94	123499300	123499600
chr5	138602206	138602644	439	130	14	61.2	11.8	1.93	138602186	138602486
chr5	141039125	141039651	527	413	14	61.2	7.73	1.93	141039388	141039688
chr6	72180789	72181293	505	293	14	61.2	9.87	1.93	72180932	72181232
chr6	124709318	124709854	537	187	15	61.2	10.5	1.93	124709355	124709655
chr7	80599549	80600065	517	194	14	61.2	11.37	1.93	80599593	80599893
chr7	123175350	123175898	549	235	14	61.2	8.05	1.93	123175435	123175735
chr7	144510627	144511131	505	265	14	61.2	9.87	1.93	144510742	144511042
chr8	12873173	12873694	522	263	14	61.2	11.48	1.93	12873286	12873586
chr8	73920857	73921349	493	219	14	61.2	9.64	1.93	73920926	73921226
chr8	74052301	74052775	475	132	14	61.2	9.29	1.93	74052283	74052583
chr8	106959863	106960290	428	284	15	61.2	11.51	1.93	106959997	106960297
chr9	14049017	14049540	524	215	14	61.2	10.25	1.93	14049082	14049382
chr9	61099487	61099861	375	191	14	61.2	8.25	1.93	61099528	61099828
chr9	108014371	108014870	500	171	14	61.2	7.33	1.93	108014392	108014692
chrX	96665672	96666178	507	250	14	61.2	8.67	1.93	96665772	96666072
chrX	98450083	98450616	534	246	14	61.2	10.44	1.93	98450179	98450479
chr9	43047177	43047745	569	244	15	61.19	9.78	1.93	43047271	43047571
chr2	105744064	105744584	521	271	13	61.18	10.27	1.93	105744185	105744485
chr10	44355907	44356394	488	141	15	61.16	10.48	1.93	44355898	44356198
chr11	109356166	109356979	814	120	21	61.16	7.33	1.93	109356136	109356436
chr19	44637099	44637654	556	223	14	61.16	12.22	1.93	44637172	44637472
chr4	105905009	105905686	678	324	18	61.16	9.43	1.93	105905183	105905483
chr8	19218502	19218948	447	185	10	61.16	17.07	1.93	19218537	19218837
chrX	156575680	156576126	447	217	10	61.16	10.67	1.93	156575747	156576047
chr15	73253485	73254125	641	311	16	61.15	9.78	1.93	73253646	73253946
chr17	86779520	86780207	688	539	22	61.15	8.96	1.93	86779909	86780209
chr3	21975837	21976304	468	245	11	61.14	12.83	1.93	21975932	21976232
chr4	40799415	40799984	570	314	20	61.14	8.8	1.93	40799579	40799879
chr9	11549373	11549729	357	134	9	61.14	14.93	1.93	11549357	11549657
chr14	33134931	33135305	375	199	10	61.13	12.52	1.93	33134980	33135280
chr15	75576958	75577484	527	236	14	61.13	12.86	1.93	75577044	75577344
chr19	11943168	11943433	266	134	8	61.13	16.76	1.93	11943152	11943452
chr19	45381644	45382256	613	352	17	61.13	6.29	1.93	45381846	45382146
chr2	131844839	131845589	751	423	23	61.13	6.87	1.93	131845112	131845412
chr9	62686714	62687326	613	382	17	61.13	8.38	1.93	62686946	62687246
chr9	106323947	106324559	613	325	17	61.13	9.43	1.93	106324122	106324422
chr10	88289279	88289724	446	330	12	61.12	11.73	1.93	88289459	88289759
chr15	79780455	79780900	446	262	12	61.12	11.73	1.93	79780567	79780867
chr4	137495836	137496427	592	347	16	61.12	6.77	1.93	137496033	137496333
chr10	76173785	76174213	429	301	12	61.11	11.28	1.93	76173936	76174236
chr17	89599812	89600118	307	119	9	61.11	14.67	1.93	89599781	89600081
chr4	117423293	117423837	545	285	11	61.11	12.8	1.93	117423428	117423728
chr4	147644327	147644898	572	278	12	61.11	13.16	1.93	147644455	147644755
chr10	53794139	53794708	570	356	15	61.09	11	1.93	53794345	53794645
chr11	109472970	109473470	501	265	14	61.09	11	1.93	109473085	109473385
chr5	151396827	151397376	550	367	16	61.09	7.33	1.93	151397044	151397344
chr9	107415356	107415856	501	147	14	61.09	8.56	1.93	107415353	107415653
chr19	5912695	5913222	528	192	18	61.08	8.15	1.93	5912737	5913037
chr7	149657796	149658515	720	416	19	61.08	10	1.93	149658062	149658362
chr10	105313030	105313477	448	325	10	61.07	10.67	1.93	105313205	105313505
chr15	76367173	76367806	634	366	20	61.07	7.33	1.93	76367389	76367689
chr18	7869697	7870144	448	202	10	61.07	12.8	1.93	7869749	7870049
chr18	35181613	35181987	375	115	11	61.07	13.2	1.93	35181578	35181878
chr5	31219891	31220569	679	134	20	61.07	10.48	1.93	31219875	31220175
chr8	129222558	129222969	412	204	14	61.07	10.05	1.93	129222612	129222912
chr12	25804132	25804668	537	181	17	61.06	7.33	1.93	25804163	25804463
chr4	154518270	154518675	406	132	12	61.06	9.33	1.93	154518252	154518552
chr5	31220874	31221258	385	260	12	61.06	8.85	1.93	31220984	31221284
chr2	34654942	34655801	860	740	26	61.05	6.52	1.93	34655532	34655832
chr6	72685011	72685446	436	182	14	61.05	7.44	1.93	72685043	72685343
chr10	129593346	129593703	358	233	9	61.03	10.67	1.95	129593429	129593729
chr15	55108314	55108671	358	249	9	61.03	12.8	1.95	55108413	55108713
chr15	84684065	84684422	358	189	9	61.03	10.67	1.95	84684104	84684404
chrX	11582685	11583042	358	244	9	61.03	12.8	1.95	11582779	11583079
chr12	105683764	105684365	602	286	14	61.02	13.2	1.95	105683900	105684200
chr16	18621845	18622417	573	289	13	61.02	11.28	1.95	18621984	18622284
chr17	89067843	89068289	447	279	12	61.02	10.27	1.95	89067972	89068272
chr3	97949211	97949577	367	243	10	61.02	10.48	1.95	97949304	97949604
chr5	137200562	137200969	408	179	11	61.02	11.16	1.95	137200591	137200891
chr9	21747682	21748283	602	354	14	61.02	8.8	1.95	21747886	21748186
chr9	57289247	57289676	430	326	14	61.02	9.43	1.95	57289423	57289723
chr9	114887343	114887944	602	345	14	61.02	11.73	1.95	114887538	114887838
chr1	74799872	74800232	361	121	11	61.01	9.87	1.95	74799843	74800143
chr1	136186565	136187143	579	289	15	61.01	9.87	1.95	136186704	136187004
chr19	60596023	60596330	308	188	9	60.99	14.67	1.95	60596061	60596361
chr2	167076305	167077033	729	128	16	60.99	9.36	1.95	167076283	167076583
chr8	119780016	119780744	729	453	17	60.99	9.94	1.95	119780319	119780619
chr13	51496305	51496855	551	286	16	60.98	8.38	1.95	51496441	51496741
chr14	51600813	51601363	551	285	16	60.98	9.43	1.95	51600948	51601248
chr4	138009688	138010114	427	123	12	60.98	15	1.95	138009661	138009961
chr5	124523583	124524120	538	290	14	60.98	10.48	1.95	124523723	124524023
chr14	54728344	54728829	486	173	14	60.97	9.46	1.95	54728367	54728667
chr16	92402584	92403086	503	174	13	60.97	8.46	1.95	92402608	92402908
chr2	93816628	93817063	436	194	13	60.97	9.78	1.95	93816672	93816972
chr8	111434833	111435269	437	276	11	60.97	11.94	1.95	111434959	111435259
chr11	82379488	82380528	1041	298	28	60.96	6.52	1.95	82379636	82379936
chr12	81071130	81071786	657	226	23	60.96	8	1.95	81071206	81071506
chr14	31362191	31362684	494	156	14	60.96	9.62	1.95	31362197	31362497
chr5	118776623	118777203	581	293	15	60.96	7.46	1.95	118776766	118777066
chr6	127059280	127059922	643	351	16	60.96	8.56	1.95	127059481	127059781
chr8	35870501	35871361	861	505	24	60.96	6.52	1.95	35870856	35871156
chr11	68935959	68936549	591	347	14	60.95	7.19	1.95	68936156	68936456
chr11	99886444	99886816	373	244	12	60.95	11	1.95	99886538	99886838
chr7	135047296	135047898	603	369	16	60.95	11.46	1.95	135047515	135047815
chrX	139260964	139261445	482	208	11	60.95	11.28	1.95	139261022	139261322
chr7	26460555	26460963	409	109	14	60.94	10.31	1.95	26460514	26460814
chr11	4964538	4965152	615	396	19	60.93	8.38	1.95	4964784	4965084
chr4	152192842	152193335	494	318	13	60.92	9.68	1.96	152193010	152193310
chr9	118867986	118868414	429	129	16	60.92	7.33	1.96	118867965	118868265
chr10	83201799	83202285	487	214	12	60.91	9.56	1.96	83201863	83202163
chr12	111282954	111283289	336	120	10	60.91	12.75	1.96	111282924	111283224
chr13	81025068	81025815	748	271	21	60.91	5.24	1.96	81025189	81025489
chr19	4839149	4839965	817	241	21	60.91	9.43	1.96	4839240	4839540
chr5	114233604	114234219	616	384	19	60.91	7.76	1.96	114233838	114234138
chr17	88955389	88955960	572	287	15	60.9	13.44	1.96	88955526	88955826
chr2	35350970	35351899	930	526	36	60.89	6.33	1.96	35351346	35351646
chr10	53316342	53316791	450	321	10	60.88	12.8	1.96	53316513	53316813
chr4	139178199	139179086	888	257	22	60.88	8.38	1.96	139178306	139178606
chr6	113609721	113610187	467	188	12	60.88	10.69	1.96	113609759	113610059
chr7	125883820	125884648	829	433	25	60.88	7.33	1.96	125884103	125884403
chrX	70829383	70829832	450	121	10	60.88	12.8	1.96	70829354	70829654
chr1	192909505	192910071	567	356	17	60.87	6.75	1.96	192909711	192910011
chr10	20031564	20032115	552	369	16	60.87	8.38	1.96	20031783	20032083
chr17	24720547	24721091	545	291	15	60.87	9.31	1.95	24720688	24720988
chr3	129282201	129282792	592	470	15	60.87	7.59	1.95	129282521	129282821
chr7	16534462	16535013	552	263	16	60.87	9.43	1.96	16534575	16534875
chr17	26521919	26522510	592	243	14	60.86	10.06	1.95	26522012	26522312
chr11	69418497	69419474	978	878	24	60.85	7.93	1.95	69419225	69419525
chr17	85936288	85936674	387	263	10	60.85	11	1.95	85936401	85936701
chr2	164535053	164535523	471	221	11	60.85	12.83	1.95	164535124	164535424
chr2	168719375	168719811	437	251	13	60.85	11	1.95	168719476	168719776
chr5	115660446	115660789	344	222	11	60.85	13.04	1.95	115660518	115660818
chr8	86264828	86265381	554	277	15	60.85	8.28	1.95	86264955	86265255
chr1	133111225	133111882	658	354	23	60.84	6.67	1.95	133111429	133111729
chr12	104565177	104565734	558	258	14	60.84	10.92	1.95	104565285	104565585
chr6	29698239	29699295	1057	649	133	60.84	5.07	1.95	29698738	29699038
chr8	122960181	122960934	754	337	25	60.84	8.67	1.95	122960368	122960668
chr10	42351397	42351773	377	175	11	60.83	11.73	1.96	42351422	42351722
chr17	48619305	48619865	561	258	12	60.83	11	1.96	48619413	48619713
chr6	91404529	91404844	316	188	10	60.83	13.47	1.96	91404567	91404867
chr7	120916908	120917281	374	244	12	60.83	11	1.96	120917002	120917302
chr19	5963642	5964364	723	598	19	60.82	8.89	1.96	5964090	5964390
chr1	93147132	93147541	410	125	14	60.81	9.17	1.97	93147107	93147407
chr17	47341441	47341809	369	227	10	60.8	13.97	1.97	47341518	47341818
chr19	6469858	6470481	624	379	16	60.8	10.64	1.97	6470087	6470387
chr10	6225235	6226118	884	491	27	60.79	7.33	1.97	6225576	6225876
chr3	87775172	87775696	525	225	14	60.79	8.8	1.97	87775247	87775547
chr5	139924971	139925748	778	557	22	60.79	9.17	1.97	139925378	139925678
chr7	20117455	20118198	744	466	17	60.79	8.85	1.97	20117771	20118071
chr11	98842429	98842951	523	234	16	60.78	11.89	1.97	98842513	98842813
chr14	70167112	70167671	560	261	14	60.78	8.15	1.97	70167223	70167523
chr4	41704201	41704704	504	297	14	60.78	8.56	1.97	41704348	41704648
chr6	33198824	33199327	504	167	14	60.78	8.56	1.97	33198841	33199141
chr7	19895459	19896018	560	240	14	60.78	12.22	1.97	19895549	19895849
chr9	21792924	21793141	218	110	9	60.78	14.39	1.97	21792884	21793184
chr13	67629412	67629737	326	202	9	60.77	15.44	1.97	67629464	67629764
chr15	101128471	101128985	515	205	13	60.77	14.38	1.96	101128526	101128826
chr2	101518312	101518789	478	202	12	60.77	12.48	1.96	101518364	101518664
chr6	67102788	67103216	429	210	11	60.77	13.33	1.96	67102848	67103148
chr9	119239331	119240126	796	128	19	60.77	7.33	1.96	119239309	119239609
chr14	56502533	56503188	656	536	19	60.76	6.42	1.96	56502919	56503219
chr2	165067899	165068503	605	447	16	60.76	10.27	1.96	165068196	165068496
chr11	104181597	104182231	635	375	17	60.75	9.71	1.96	104181822	104182122
chr2	148498140	148498623	484	232	16	60.75	11	1.96	148498222	148498522
chr7	26464843	26465515	673	338	19	60.75	11.28	1.96	26465031	26465331
chr8	86590022	86590527	506	131	15	60.75	7.55	1.96	86590003	86590303
chr14	106131457	106131901	445	296	14	60.74	9.71	1.96	106131603	106131903
chr17	34087173	34088741	1569	1262	50	60.74	4.89	1.96	34088285	34088585
chr5	35587175	35587652	478	282	15	60.74	7.13	1.96	35587307	35587607
chr8	87262208	87262824	617	268	17	60.74	7.33	1.96	87262326	87262626
chr7	29401724	29402084	361	241	10	60.73	10.23	1.96	29401815	29402115
chr10	92532146	92532502	357	175	12	60.72	9.31	1.96	92532171	92532471
chr9	45213720	45214151	432	232	17	60.72	8.8	1.96	45213802	45214102
chr1	137715196	137715813	618	297	14	60.71	11.97	1.97	137715343	137715643
chr14	31944557	31944882	326	134	13	60.71	8.5	1.97	31944541	31944841
chr19	53977409	53978179	771	593	19	60.71	7.1	1.97	53977852	53978152
chr2	25434558	25435274	717	592	21	60.71	7.33	1.97	25435000	25435300
chr4	150140935	150141287	353	175	10	60.71	11.67	1.97	150140960	150141260
chr5	123103510	123104226	717	128	21	60.71	7.33	1.97	123103488	123103788
chr10	23868994	23869690	697	120	18	60.7	8.28	1.97	23868964	23869264
chr11	70068153	70068835	683	373	18	60.7	6.29	1.97	70068376	70068676
chr16	32163380	32163906	527	330	17	60.7	10.73	1.97	32163560	32163860
chr2	103637662	103638036	375	178	13	60.7	8.56	1.97	103637690	103637990
chr4	44716922	44717536	615	290	15	60.7	10.48	1.97	44717062	44717362
chr17	56256192	56256880	689	399	16	60.69	8.8	1.97	56256441	56256741
chr6	116650671	116651301	631	351	14	60.69	10.69	1.97	116650872	116651172
chr15	8461711	8462308	598	324	14	60.68	13.33	1.97	8461885	8462185
chr17	36001442	36002238	797	648	21	60.68	7.13	1.97	36001940	36002240
chr9	26837146	26837783	638	256	15	60.68	9.51	1.97	26837252	26837552
chr11	57331880	57332415	536	306	12	60.67	12.22	1.97	57332036	57332336
chr2	168590994	168591599	606	314	15	60.67	10.27	1.97	168591158	168591458
chr3	116162918	116163148	231	116	8	60.67	12.75	1.97	116162884	116163184
chr3	129256214	129256467	254	128	9	60.67	14.35	1.97	129256192	129256492
chr4	139425594	139426098	505	234	14	60.67	11	1.97	139425678	139425978
chr6	82217966	82218310	345	133	9	60.67	12.22	1.97	82217949	82218249
chr6	113822776	113823244	469	262	12	60.67	12.22	1.97	113822888	113823188
chr8	94062148	94062376	229	115	8	60.67	12.75	1.97	94062113	94062413
chr3	41170700	41171253	554	264	16	60.66	7.33	1.97	41170814	41171114
chr17	32771948	32772379	432	267	10	60.65	10.18	1.97	32772065	32772365
chr17	5210984	5211480	497	129	14	60.64	10.82	1.97	5210963	5211263
chr17	56432652	56433269	618	225	17	60.64	8.38	1.97	56432727	56433027
chr19	10994863	10995555	693	305	21	60.64	6.52	1.97	10995018	10995318
chr19	41704013	41704617	605	265	15	60.63	10.29	1.97	41704128	41704428
chr1	57027607	57028096	490	224	12	60.62	9.56	1.97	57027681	57027981
chr11	107655254	107655743	490	361	12	60.62	9.56	1.97	107655465	107655765
chr11	121120856	121121352	497	310	13	60.62	8.3	1.97	121121016	121121316
chr6	101220323	101220812	490	259	12	60.62	12.75	1.97	101220432	101220732
chr1	58859107	58859638	532	165	18	60.61	6.52	1.98	58859122	58859422
chr11	72127735	72128176	442	315	12	60.61	11.5	1.97	72127900	72128200
chr5	42154742	42155060	319	152	10	60.61	15.04	1.98	42154744	42155044
chr9	79911257	79911473	217	109	8	60.61	12.73	1.98	79911216	79911516
chrX	159197860	159198549	690	96	16	60.61	5.87	1.98	159197806	159198106
chr17	29514508	29515034	527	349	13	60.6	8.8	1.98	29514707	29515007
chr4	62280466	62281112	647	307	16	60.6	8.56	1.98	62280623	62280923
chrX	139400279	139400731	453	125	10	60.6	10.67	1.98	139400254	139400554
chr11	81449777	81450389	613	310	13	60.59	10.23	1.98	81449937	81450237
chr15	33616831	33617367	537	327	12	60.59	12.22	1.98	33617008	33617308
chr3	137581320	137581812	493	373	15	60.59	7.33	1.98	137581543	137581843
chr6	91922001	91922832	832	515	25	60.59	7.33	1.98	91922366	91922666
chr19	4878784	4879134	351	250	11	60.58	9.51	1.98	4878884	4879184
chr17	29484093	29484504	412	288	13	60.57	8.02	1.98	29484231	29484531
chr2	112014027	112014500	474	345	11	60.57	9.17	1.98	112014222	112014522
chr6	147195102	147195472	371	187	10	60.57	12.22	1.98	147195139	147195439
chr12	113856177	113856818	642	302	19	60.56	8.94	1.98	113856329	113856629
chr17	24097379	24097781	403	251	12	60.56	10.48	1.98	24097480	24097780
chr18	31965268	31965613	346	150	9	60.56	12.22	1.98	31965268	31965568
chr7	150925843	150926506	664	418	16	60.56	7.05	1.98	150926111	150926411
chr11	32109960	32110298	339	210	10	60.54	9.56	1.98	32110020	32110320
chr15	85897792	85898430	639	254	21	60.54	7.33	1.98	85897896	85898196
chr17	25580442	25580867	426	134	12	60.54	12.45	1.98	25580426	25580726
chr8	97563816	97564454	639	117	20	60.54	5.7	1.98	97563783	97564083
chr8	125244826	125245574	749	120	19	60.54	6.87	1.98	125244796	125245096
chr10	128083906	128084662	757	310	25	60.53	6	1.98	128084066	128084366
chr11	97661712	97662166	455	295	13	60.53	10.11	1.98	97661857	97662157
chr17	27185063	27185761	699	575	18	60.53	8.28	1.98	27185488	27185788
chr10	126557549	126558414	866	483	24	60.52	6.52	1.98	126557882	126558182
chr13	73468344	73469070	727	132	23	60.52	5.87	1.99	73468326	73468626
chr14	28321508	28321872	365	205	12	60.52	12.69	1.98	28321563	28321863
chr6	127315250	127315747	498	129	13	60.52	11.07	1.98	127315229	127315529
chrX	103383055	103383444	390	288	10	60.52	11	1.98	103383193	103383493
chr11	118906029	118906530	502	292	12	60.51	14.67	2	118906171	118906471
chr14	66354647	66355100	454	189	10	60.51	14.93	2	66354686	66354986
chr14	70919582	70920083	502	263	12	60.51	14.67	2	70919695	70919995
chr16	38005452	38005979	528	219	13	60.51	8.8	2	38005521	38005821
chr16	91545613	91546188	576	282	15	60.51	11	2	91545745	91546045
chr19	38319935	38320240	306	175	10	60.51	10.06	2	38319960	38320260
chr5	113620110	113620685	576	197	15	60.51	7.33	2	113620157	113620457
chr7	28329772	28330251	480	329	13	60.51	9.33	2	28329951	28330251
chr14	70999052	70999530	479	133	19	60.5	6.67	2	70999035	70999335
